Time,Temperature,Humidity,Warning
2025-05-21 12:34:56,28.3,68.3,FALSE
2025-05-21 12:36:54,28.4,68.3,FALSE
2025-05-21 12:36:59,28.4,68.1,FALSE
2025-05-21 12:37:04,28.4,68.1,FALSE
2025-05-21 12:37:09,28.4,68.2,FALSE
2025-05-21 12:37:15,28.4,68.2,FALSE
2025-05-21 12:37:20,28.4,68.2,FALSE
2025-05-21 12:37:25,28.4,68.2,FALSE
2025-05-21 12:37:30,28.4,67.9,FALSE
2025-05-21 12:37:36,28.4,67.9,FALSE
2025-05-21 12:37:41,28.4,67.8,FALSE
2025-05-21 12:37:46,28.4,67.8,FALSE
2025-05-21 12:37:51,28.4,67.6,FALSE
2025-05-21 12:37:57,28.4,67.6,FALSE
2025-05-21 12:38:02,28.4,68,FALSE
2025-05-21 12:38:07,28.4,68,FALSE
2025-05-21 12:38:12,28.4,68,FALSE
2025-05-21 12:38:18,28.4,68,FALSE
2025-05-21 12:38:23,28.4,67.9,FALSE
2025-05-21 12:38:28,28.4,67.9,FALSE
2025-05-21 12:38:33,28.4,67.7,FALSE
2025-05-21 12:38:38,28.4,67.7,FALSE
2025-05-21 12:38:44,28.4,67.7,FALSE
2025-05-21 12:38:49,28.4,67.7,FALSE
2025-05-21 12:38:54,28.5,67.7,FALSE
2025-05-21 12:38:59,28.5,67.7,FALSE
2025-05-21 12:39:05,28.5,67.7,FALSE
2025-05-21 12:39:10,28.5,67.7,FALSE
2025-05-21 12:39:15,28.5,67.7,FALSE
2025-05-21 12:39:20,28.5,67.7,FALSE
2025-05-21 12:39:26,28.5,67.5,FALSE
2025-05-21 12:39:31,28.5,67.5,FALSE
2025-05-21 12:39:36,28.5,67.6,FALSE
2025-05-21 12:39:41,28.5,67.6,FALSE
2025-05-21 12:39:47,28.5,67.6,FALSE
2025-05-21 12:39:52,28.5,67.6,FALSE
2025-05-21 12:39:57,28.5,67.6,FALSE
2025-05-21 12:40:02,28.5,67.6,FALSE
2025-05-21 12:40:09,28.5,67.6,FALSE
2025-05-21 12:40:14,28.5,67.5,FALSE
2025-05-21 12:40:19,28.5,67.5,FALSE
2025-05-21 12:40:24,28.5,67.5,FALSE
2025-05-21 12:40:30,28.5,67.5,FALSE
2025-05-21 12:40:35,28.5,67.6,FALSE
2025-05-21 12:40:40,28.5,67.6,FALSE
2025-05-21 12:40:45,28.5,67.4,FALSE
2025-05-21 12:40:51,28.5,67.4,FALSE
2025-05-21 12:40:57,28.5,67.4,FALSE
2025-05-21 12:41:02,28.5,67.5,FALSE
2025-05-21 12:41:07,28.5,67.5,FALSE
2025-05-21 12:41:12,28.5,68,FALSE
2025-05-21 12:41:18,28.5,67.9,FALSE
2025-05-21 12:41:23,28.5,67.9,FALSE
2025-05-21 12:41:28,28.5,67.7,FALSE
2025-05-21 12:41:33,28.5,67.7,FALSE
2025-05-21 12:41:38,28.5,67.7,FALSE
2025-05-21 12:41:45,28.5,67.7,FALSE
2025-05-21 12:41:51,28.5,67.6,FALSE
2025-05-21 12:41:56,28.5,67.6,FALSE
2025-05-21 12:42:01,28.5,67.9,FALSE
2025-05-21 12:42:09,28.5,67.9,FALSE
2025-05-21 12:42:14,28.5,67.9,FALSE
2025-05-21 12:42:19,28.5,67.9,FALSE
2025-05-21 12:42:25,28.5,67.9,FALSE
2025-05-21 12:42:32,28.5,67.9,FALSE
2025-05-21 12:42:37,28.5,67.8,FALSE
2025-05-21 12:42:43,28.5,67.8,FALSE
2025-05-21 12:42:48,28.5,67.9,FALSE
2025-05-21 12:42:53,28.5,67.9,FALSE
2025-05-21 12:42:58,28.5,67.9,FALSE
2025-05-21 12:43:03,28.5,67.9,FALSE
2025-05-21 12:43:09,28.5,67.8,FALSE
2025-05-21 12:43:14,28.5,67.8,FALSE
2025-05-21 12:43:20,28.5,68,FALSE
2025-05-21 12:43:25,28.5,67.9,FALSE
2025-05-21 12:43:31,28.5,67.9,FALSE
2025-05-21 12:43:36,28.5,68.1,FALSE
2025-05-21 12:43:41,28.5,68.1,FALSE
2025-05-21 12:43:46,28.5,68,FALSE
2025-05-21 12:43:51,28.5,68,FALSE
2025-05-21 12:43:57,28.5,68.1,FALSE
2025-05-21 12:44:02,28.5,68.1,FALSE
2025-05-21 12:44:09,28.5,68,FALSE
2025-05-21 12:44:14,28.5,68,FALSE
2025-05-21 12:44:19,28.5,67.9,FALSE
2025-05-21 12:44:24,28.5,67.9,FALSE
2025-05-21 12:44:30,28.5,67.9,FALSE
2025-05-21 12:44:37,28.6,68.2,FALSE
2025-05-21 12:44:42,28.6,68.2,FALSE
2025-05-21 12:44:47,28.6,68.2,FALSE
2025-05-21 12:44:52,28.5,68.3,FALSE
2025-05-21 12:44:58,28.5,68.3,FALSE
2025-05-21 12:45:04,28.6,67.9,FALSE
2025-05-21 12:45:09,28.6,67.9,FALSE
2025-05-21 12:45:14,28.5,67.9,FALSE
2025-05-21 12:45:20,28.5,67.9,FALSE
2025-05-21 12:45:25,28.5,67.8,FALSE
2025-05-21 12:45:30,28.5,67.8,FALSE
2025-05-21 12:45:35,28.5,67.8,FALSE
2025-05-21 12:45:41,28.5,67.8,FALSE
2025-05-21 12:45:46,28.5,67.8,FALSE
2025-05-21 12:45:51,28.5,67.8,FALSE
2025-05-21 12:45:56,28.5,67.7,FALSE
2025-05-21 12:46:01,28.5,67.7,FALSE
2025-05-21 12:46:07,28.5,67.5,FALSE
2025-05-21 12:46:12,28.5,67.5,FALSE
2025-05-21 12:46:17,28.6,67.8,FALSE
2025-05-21 12:46:22,28.6,67.8,FALSE
2025-05-21 12:46:28,28.6,67.6,FALSE
2025-05-21 12:46:33,28.6,67.6,FALSE
2025-05-21 12:46:38,28.6,67.6,FALSE
2025-05-21 12:46:43,28.6,67.6,FALSE
2025-05-21 12:46:49,28.6,67.6,FALSE
2025-05-21 12:46:54,28.6,67.6,FALSE
2025-05-21 12:46:59,28.6,67.5,FALSE
2025-05-21 12:47:04,28.6,67.5,FALSE
2025-05-21 12:47:09,28.6,67.5,FALSE
2025-05-21 12:47:15,28.6,67.5,FALSE
2025-05-21 12:47:20,28.6,67.3,FALSE
2025-05-21 12:47:25,28.6,67.3,FALSE
2025-05-21 12:47:30,28.6,67.2,FALSE
2025-05-21 12:47:36,28.6,67.2,FALSE
2025-05-21 12:47:41,28.6,67.3,FALSE
2025-05-21 12:48:11,28.6,67.5,FALSE
2025-05-21 12:48:17,28.6,67.5,FALSE
2025-05-21 12:48:22,28.6,67.6,FALSE
2025-05-21 12:48:27,28.6,67.6,FALSE
2025-05-21 12:48:32,28.6,67.5,FALSE
2025-05-21 12:48:38,28.6,67.5,FALSE
2025-05-21 12:48:43,28.6,67.6,FALSE
2025-05-21 12:48:48,28.6,67.6,FALSE
2025-05-21 12:48:53,28.6,67.5,FALSE
2025-05-21 12:48:58,28.6,67.5,FALSE
2025-05-21 12:49:04,28.6,67.5,FALSE
2025-05-21 12:49:09,28.6,67.5,FALSE
2025-05-21 12:49:15,28.6,67.7,FALSE
2025-05-21 12:49:20,28.6,67.7,FALSE
2025-05-21 12:49:25,28.6,67.6,FALSE
2025-05-21 12:49:31,28.6,67.6,FALSE
2025-05-21 12:49:36,28.6,67.5,FALSE
2025-05-21 12:49:41,28.6,67.5,FALSE
2025-05-21 12:49:47,28.6,67.6,FALSE
2025-05-21 12:49:52,28.6,67.6,FALSE
2025-05-21 12:49:57,28.6,67.4,FALSE
2025-05-21 12:50:02,28.6,67.4,FALSE
2025-05-21 12:50:08,28.6,67.3,FALSE
2025-05-21 12:50:13,28.6,67.3,FALSE
2025-05-21 12:50:18,28.6,67.4,FALSE
2025-05-21 12:50:24,28.6,67.4,FALSE
2025-05-21 12:50:29,28.6,67.5,FALSE
2025-05-21 12:50:35,28.6,67.5,FALSE
2025-05-21 12:50:40,28.6,67.2,FALSE
2025-05-21 12:50:45,28.6,67.2,FALSE
2025-05-21 12:50:50,28.6,67.1,FALSE
2025-05-21 12:50:55,28.6,67.1,FALSE
2025-05-21 12:51:01,28.6,67.3,FALSE
2025-05-21 12:51:06,28.6,67.3,FALSE
2025-05-21 12:51:11,28.6,67.4,FALSE
2025-05-21 12:51:16,28.6,67.4,FALSE
2025-05-21 12:51:22,28.6,67.5,FALSE
2025-05-21 12:51:27,28.6,67.5,FALSE
2025-05-21 12:51:32,28.7,67.5,FALSE
2025-05-21 12:51:37,28.7,67.5,FALSE
2025-05-21 12:51:42,28.7,67.3,FALSE
2025-05-21 12:51:48,28.7,67.3,FALSE
2025-05-21 12:51:53,28.7,67.3,FALSE
2025-05-21 12:51:58,28.7,67.3,FALSE
2025-05-21 12:52:03,28.7,67.2,FALSE
2025-05-21 12:52:09,28.7,67.2,FALSE
2025-05-21 12:52:14,28.7,67.2,FALSE
2025-05-21 12:52:19,28.7,67.2,FALSE
2025-05-21 12:52:24,28.7,67.1,FALSE
2025-05-21 12:52:30,28.7,67.1,FALSE
2025-05-21 12:52:35,28.7,66.9,FALSE
2025-05-21 12:52:40,28.7,66.9,FALSE
2025-05-21 12:52:45,28.7,67,FALSE
2025-05-21 12:52:50,28.7,67,FALSE
2025-05-21 12:52:56,28.7,66.9,FALSE
2025-05-21 12:53:01,28.7,66.9,FALSE
2025-05-21 12:53:06,28.7,67,FALSE
2025-05-21 12:53:11,28.7,67,FALSE
2025-05-21 12:53:17,28.7,67.2,FALSE
2025-05-21 12:53:22,28.7,67.2,FALSE
2025-05-21 12:53:27,28.7,67.2,FALSE
